Customer_ID,Age,Gender,Location,Join_Date,Anciennete_Jours,Total_Spent,Nb_Achats,Montant_Total,Panier_Moyen,Premier_Achat,Dernier_Achat,Recence_Jours,Part_Clothing,Part_Footwear,Part_Outerwear,Part_Accessories,Canal_Prefere,Part_Online
2734,55,Male,Phoenix,2022-03-12,1025,1547.31,12,1345.0,112.08,2023-05-09,2024-11-19,42,19.7,0.0,66.91,13.38,In-Store,8.33
2735,20,Male,San Antonio,2023-11-05,422,375.0,4,375.0,93.75,2023-12-24,2024-02-12,323,0.0,52.0,0.0,48.0,Online,100.0
2736,21,Male,Los Angeles,2021-06-17,1293,1303.86,19,924.0,48.63,2023-01-18,2024-12-29,2,49.78,12.99,0.0,37.23,Online,94.74
2737,20,Male,Philadelphia,2023-04-17,624,1135.5,17,1135.5,66.79,2023-05-21,2024-11-29,32,52.4,20.26,0.0,27.34,Online,94.12
2738,26,Female,Phoenix,2024-06-24,190,233.0,3,233.0,77.67,2024-08-27,2024-11-25,36,55.79,36.48,0.0,7.73,In-Store,33.33
2739,27,Female,Los Angeles,2024-02-15,320,240.0,2,240.0,120.0,2024-04-28,2024-06-07,207,100.0,0.0,0.0,0.0,Online,100.0
2740,57,Male,Dallas,2022-06-25,920,664.08,8,560.0,70.0,2023-02-07,2024-05-02,243,57.14,21.43,21.43,0.0,In-Store,37.5
2741,19,Male,Chicago,2023-04-10,631,1551.0,19,1551.0,81.63,2023-05-02,2024-12-25,6,25.47,49.0,0.0,25.53,Online,78.95
2742,57,Male,Miami,2022-10-18,805,460.12,4,415.0,103.75,2023-06-29,2024-11-02,59,25.3,0.0,74.7,0.0,In-Store,0.0
2743,58,Male,Miami,2024-05-19,226,300.0,3,300.0,100.0,2024-12-05,2024-12-27,4,21.67,28.33,50.0,0.0,In-Store,0.0
2744,26,Male,Philadelphia,2023-03-22,650,560.5,15,560.5,37.37,2023-06-28,2024-12-09,22,27.65,31.22,0.0,41.12,Online,86.67
2745,18,Male,Miami,2022-12-02,760,144.7,4,137.5,34.38,2023-10-12,2024-11-20,41,40.0,0.0,0.0,60.0,Online,50.0
2746,40,Male,Dallas,2021-12-14,1113,1794.88,9,1670.0,185.56,2023-01-18,2024-06-17,197,0.0,0.0,100.0,0.0,Online,66.67
2747,65,Male,San Antonio,2021-04-20,1351,740.59,4,595.0,148.75,2023-07-27,2024-05-25,220,12.61,65.55,21.85,0.0,In-Store,0.0
2748,43,Male,Phoenix,2022-01-07,1089,244.7,1,85.0,85.0,2023-06-06,2023-06-06,574,0.0,100.0,0.0,0.0,In-Store,0.0
2749,41,Female,New York,2023-12-10,387,1302.5,7,1302.5,186.07,2023-12-30,2024-12-13,18,0.0,8.45,89.83,1.73,Online,57.14
2750,20,Female,Los Angeles,2021-07-20,1260,1630.61,21,1489.0,70.9,2023-02-24,2024-12-06,25,56.41,23.84,0.0,19.74,Online,90.48
2751,22,Male,Houston,2023-11-01,426,165.0,6,165.0,27.5,2023-11-25,2024-12-22,9,33.33,36.36,0.0,30.3,Online,83.33
2752,44,Male,Dallas,2022-04-10,996,757.53,7,557.5,79.64,2023-05-02,2024-09-13,109,65.47,0.0,26.91,7.62,In-Store,28.57
2753,23,Male,San Antonio,2023-11-29,398,348.0,9,348.0,38.67,2023-12-24,2024-12-31,0,34.48,30.17,0.0,35.34,Online,77.78
2754,24,Female,Chicago,2024-06-03,211,43.0,2,43.0,21.5,2024-06-30,2024-08-30,123,58.14,0.0,0.0,41.86,Online,50.0
2755,41,Female,Los Angeles,2021-04-13,1358,1338.39,7,1015.0,145.0,2023-01-23,2024-08-23,130,15.27,0.0,82.76,1.97,In-Store,14.29
2756,40,Female,Chicago,2024-04-21,254,110.0,2,110.0,55.0,2024-05-24,2024-06-11,203,59.09,0.0,0.0,40.91,In-Store,0.0
2757,41,Female,Philadelphia,2022-05-30,946,284.4,1,120.0,120.0,2023-03-13,2023-03-13,659,0.0,0.0,100.0,0.0,In-Store,0.0
2758,34,Female,Houston,2021-08-27,1222,253.19,3,125.0,41.67,2023-04-01,2024-02-26,309,84.0,0.0,0.0,16.0,Online,100.0
2759,48,Female,Philadelphia,2022-01-05,1091,289.43,3,110.0,36.67,2023-07-23,2024-06-10,204,59.09,0.0,0.0,40.91,Online,100.0
2760,37,Female,Philadelphia,2024-02-07,328,975.0,6,975.0,162.5,2024-02-27,2024-12-11,20,7.69,0.0,92.31,0.0,In-Store,33.33
2761,22,Female,Dallas,2022-07-10,905,1357.23,18,1237.5,68.75,2023-05-30,2024-11-05,56,35.56,21.41,0.0,43.03,Online,94.44
2762,23,Male,Philadelphia,2021-01-18,1443,361.96,3,77.5,25.83,2023-02-25,2023-05-12,599,70.97,0.0,0.0,29.03,Online,100.0
2763,32,Female,San Diego,2021-03-05,1397,662.89,3,490.0,163.33,2023-06-22,2023-09-26,462,0.0,0.0,100.0,0.0,In-Store,33.33
2764,48,Male,San Antonio,2021-05-16,1325,1577.74,16,1333.0,83.31,2023-04-29,2024-12-12,19,55.51,14.63,28.51,1.35,In-Store,18.75
2765,25,Female,New York,2024-03-30,276,65.0,1,65.0,65.0,2024-06-04,2024-06-04,210,100.0,0.0,0.0,0.0,Online,100.0
2766,46,Male,Houston,2023-07-08,542,530.0,6,530.0,88.33,2023-08-30,2024-10-28,64,31.13,19.81,49.06,0.0,In-Store,33.33
2767,41,Male,Chicago,2022-08-05,879,3457.0,18,3340.0,185.56,2023-02-14,2024-12-26,5,4.49,0.0,95.51,0.0,Online,50.0
2768,50,Female,Chicago,2022-01-15,1081,401.84,3,340.0,113.33,2023-07-09,2023-09-17,471,0.0,0.0,82.35,17.65,In-Store,0.0
2769,38,Female,Houston,2023-06-26,554,30.0,1,30.0,30.0,2023-08-23,2023-08-23,496,100.0,0.0,0.0,0.0,In-Store,0.0
2770,26,Male,Chicago,2022-05-19,957,683.65,9,495.0,55.0,2023-05-26,2024-08-05,148,67.68,0.0,0.0,32.32,Online,88.89
2771,50,Female,Phoenix,2022-12-26,736,1971.18,11,1970.0,179.09,2023-02-18,2024-11-03,58,0.0,5.58,94.42,0.0,Online,63.64
2772,27,Male,New York,2023-06-19,561,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2773,61,Male,Miami,2021-08-28,1221,598.72,2,195.0,97.5,2024-06-29,2024-10-19,73,33.33,0.0,66.67,0.0,In-Store,0.0
2774,33,Female,Chicago,2023-11-14,413,70.0,2,70.0,35.0,2023-11-25,2023-12-11,386,0.0,100.0,0.0,0.0,Online,100.0
2775,50,Male,Phoenix,2024-06-18,196,485.0,4,485.0,121.25,2024-07-19,2024-12-28,3,15.46,57.73,26.8,0.0,In-Store,0.0
2776,36,Male,Houston,2023-06-10,570,30.0,1,30.0,30.0,2023-07-02,2023-07-02,548,0.0,100.0,0.0,0.0,Online,100.0
2777,57,Male,Miami,2023-07-31,519,1825.0,14,1825.0,130.36,2023-09-22,2024-12-18,13,34.25,12.6,53.15,0.0,In-Store,14.29
2778,40,Female,San Diego,2021-11-02,1155,1216.58,9,1140.0,126.67,2023-01-26,2024-12-25,6,22.81,6.14,71.05,0.0,In-Store,0.0
2779,42,Female,Houston,2023-11-07,420,950.0,8,950.0,118.75,2023-11-21,2024-12-27,4,25.26,17.89,56.84,0.0,In-Store,12.5
2780,35,Female,Chicago,2023-08-01,518,770.0,5,770.0,154.0,2023-12-03,2024-08-06,147,0.0,14.29,85.71,0.0,Online,60.0
2781,21,Female,Philadelphia,2023-04-13,628,410.0,5,410.0,82.0,2023-11-16,2024-06-05,209,86.59,8.54,0.0,4.88,Online,100.0
2782,52,Male,Philadelphia,2024-01-11,355,295.0,2,295.0,147.5,2024-04-06,2024-09-30,92,25.42,74.58,0.0,0.0,In-Store,0.0
2783,20,Female,Miami,2021-05-24,1317,1625.48,20,1257.5,62.88,2023-04-18,2024-12-14,17,39.36,16.3,28.63,15.71,Online,90.0
2784,52,Male,Philadelphia,2021-11-18,1139,998.03,9,790.0,87.78,2023-01-31,2024-05-20,225,6.33,31.65,54.43,7.59,In-Store,22.22
2785,65,Male,Phoenix,2023-12-24,373,425.0,3,425.0,141.67,2023-12-25,2024-04-12,263,5.88,0.0,84.71,9.41,Online,66.67
2786,25,Male,San Diego,2023-10-29,429,786.0,17,786.0,46.24,2023-12-26,2024-11-08,53,45.17,13.36,0.0,41.48,Online,82.35
2787,42,Female,San Diego,2023-03-19,653,960.0,10,960.0,96.0,2023-06-02,2024-11-09,52,34.38,3.12,62.5,0.0,In-Store,10.0
2788,40,Female,Phoenix,2023-05-07,604,1085.0,8,1085.0,135.62,2023-06-09,2024-12-14,17,5.99,10.14,83.87,0.0,Online,50.0
2789,26,Female,San Antonio,2021-06-04,1306,653.46,10,523.0,52.3,2023-03-01,2024-12-23,8,43.02,39.2,0.0,17.78,Online,80.0
2790,57,Female,Philadelphia,2021-05-04,1337,1176.82,8,880.0,110.0,2023-01-24,2024-12-13,18,40.91,31.82,20.45,6.82,In-Store,12.5
2791,53,Male,Houston,2022-04-08,998,1118.76,9,933.0,103.67,2023-02-23,2024-10-28,64,16.61,35.37,46.09,1.93,In-Store,0.0
2792,33,Male,New York,2023-12-25,372,25.0,1,25.0,25.0,2023-12-29,2023-12-29,368,100.0,0.0,0.0,0.0,Online,100.0
2793,30,Female,San Antonio,2022-10-23,800,2505.4,13,2470.0,190.0,2023-03-04,2024-11-21,40,0.0,0.0,100.0,0.0,Online,76.92
2794,26,Male,Miami,2022-12-11,751,443.62,7,437.5,62.5,2023-01-15,2024-01-20,346,59.43,13.71,0.0,26.86,Online,100.0
2795,38,Female,San Antonio,2021-04-25,1346,1668.15,8,1260.0,157.5,2023-03-08,2024-12-22,9,0.0,0.0,100.0,0.0,In-Store,50.0
2796,52,Female,Houston,2023-10-23,435,1145.0,9,1145.0,127.22,2023-10-28,2024-12-11,20,34.5,0.0,65.5,0.0,In-Store,22.22
2797,52,Male,Los Angeles,2024-05-29,216,120.0,1,120.0,120.0,2024-12-09,2024-12-09,22,0.0,0.0,100.0,0.0,In-Store,0.0
2798,25,Female,Miami,2021-01-17,1444,1792.87,12,1372.5,114.38,2023-06-03,2024-12-12,19,32.06,60.84,0.0,7.1,Online,83.33
2799,33,Male,Miami,2024-05-26,219,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2800,42,Male,San Antonio,2022-09-23,830,173.57,4,150.5,37.62,2023-07-31,2024-11-30,31,43.19,0.0,0.0,56.81,Online,75.0
2801,18,Female,Miami,2024-02-22,313,22.5,1,22.5,22.5,2024-11-30,2024-11-30,31,0.0,0.0,0.0,100.0,In-Store,0.0
2802,24,Female,San Antonio,2021-06-18,1292,1369.9,16,1195.0,74.69,2023-01-30,2024-07-21,163,55.65,2.93,20.08,21.34,Online,87.5
2803,24,Female,New York,2023-12-05,392,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2804,20,Female,Dallas,2023-05-19,592,465.0,8,465.0,58.12,2023-10-23,2024-11-05,56,70.97,0.0,0.0,29.03,Online,87.5
2805,40,Female,Dallas,2023-07-07,543,42.5,2,42.5,21.25,2024-04-14,2024-04-25,250,0.0,0.0,0.0,100.0,In-Store,50.0
